word,label,confidence,reason
सिफ्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ताजा,correct spelling,high,in reference vocabulary
पढो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मित्र,correct spelling,high,in reference vocabulary
गण,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मौहल्ला,correct spelling,high,in reference vocabulary
अलविदा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
झगड़ा,correct spelling,high,in reference vocabulary
किराया,correct spelling,high,in reference vocabulary
मल्टीप्ल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शिफ्ट,correct spelling,high,in reference vocabulary
श्रीमान,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
परफेक्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जरूरतों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अकेला,correct spelling,high,in reference vocabulary
पड़ी,correct spelling,high,in reference vocabulary
अकेले,correct spelling,high,in reference vocabulary
ऊबन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आप्शन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गृहप्रवेश,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बहाने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चित,correct spelling,high,in reference vocabulary
अवसर,correct spelling,high,in reference vocabulary
जुरूरी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रेजेंट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
महुले,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शिफ़्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
महीने,correct spelling,high,in reference vocabulary
हैंआपस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मेल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मिलाप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हैकिसी,correct spelling,high,in reference vocabulary
रुकने,correct spelling,high,in reference vocabulary
रहेगी,correct spelling,high,in reference vocabulary
खानापीना,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बनाएगा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खेल,correct spelling,high,in reference vocabulary
मिलेगे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पाएगे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सजेशी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मोहले,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सुविधाएं,correct spelling,high,in reference vocabulary
महत्वपूर्ण,correct spelling,high,in reference vocabulary
अस्पताल,correct spelling,high,in reference vocabulary
मेडीकल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
किसको,correct spelling,high,in reference vocabulary
सपनों,correct spelling,high,in reference vocabulary
फर्म,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
क्रिकेट,correct spelling,high,in reference vocabulary
लाइव,correct spelling,high,in reference vocabulary
कॉन्सर्ट,correct spelling,high,in reference vocabulary
ऑलमोस्ट,correct spelling,high,in reference vocabulary
इंटरेस्ट,correct spelling,high,in reference vocabulary
प्रायोरिटीज,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वर्ल्ड,correct spelling,high,in reference vocabulary
ओलंपिक,correct spelling,high,in reference vocabulary
विश्वकप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कार्यक्रमों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
संगीत,correct spelling,high,in reference vocabulary
महोत्सव,correct spelling,high,in reference vocabulary
जाहिर,correct spelling,high,in reference vocabulary
संस्कृत,correct spelling,high,in reference vocabulary
साहित्यक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उठाए,correct spelling,high,in reference vocabulary
कार्यक्रम,correct spelling,high,in reference vocabulary
आयोजन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पेशेंस,correct spelling,high,in reference vocabulary
हैऔर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कॉनसर्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कॉनसेट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
नेशनल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
साहित्यिक,correct spelling,high,in reference vocabulary
फिल्ड,correct spelling,high,in reference vocabulary
कंपलसरी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कंपल्सरी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एक्चुअल,correct spelling,high,in reference vocabulary
निकलना,correct spelling,high,in reference vocabulary
प्रोग्राम्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पैटर्न,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ड्रेसिंग्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
टिकट,correct spelling,high,in reference vocabulary
कलेक्ट,correct spelling,high,in reference vocabulary
रोकता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इंवेस्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
करू,correct spelling,high,in reference vocabulary
वर्किंग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रिसेंटली,correct spelling,high,in reference vocabulary
कूछ,correct spelling,high,in reference vocabulary
हहाहाहा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चलिये,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मच,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खैर,correct spelling,high,in reference vocabulary
